X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-3,00E-05;5,00E-08
0;-2,20E-02;1,84E+00;;
1;-2,20E-02;1,84E+00;;
2;-2,00E-02;2,00E+00;;
3;-2,00E-02;2,00E+00;;
4;-1,80E-02;2,08E+00;;
5;-1,80E-02;2,08E+00;;
6;-1,60E-02;2,24E+00;;
7;-1,60E-02;2,24E+00;;
8;-1,40E-02;2,40E+00;;
9;-1,40E-02;2,40E+00;;
10;-1,20E-02;2,48E+00;;
11;-1,20E-02;2,48E+00;;
12;-1,00E-02;2,64E+00;;
13;-1,00E-02;2,64E+00;;
14;-8,00E-03;2,80E+00;;
15;-8,00E-03;2,80E+00;;
16;-8,00E-03;2,88E+00;;
17;-8,00E-03;2,88E+00;;
18;-6,00E-03;3,04E+00;;
19;-6,00E-03;3,04E+00;;
20;-6,00E-03;3,12E+00;;
21;-6,00E-03;3,12E+00;;
22;-6,00E-03;3,20E+00;;
23;-6,00E-03;3,20E+00;;
24;-6,00E-03;3,36E+00;;
25;-6,00E-03;3,36E+00;;
26;-6,00E-03;3,44E+00;;
27;-6,00E-03;3,44E+00;;
28;-6,00E-03;3,52E+00;;
29;-6,00E-03;3,52E+00;;
30;-6,00E-03;3,68E+00;;
31;-6,00E-03;3,68E+00;;
32;-6,00E-03;3,76E+00;;
33;-6,00E-03;3,76E+00;;
34;-6,00E-03;3,84E+00;;
35;-6,00E-03;3,84E+00;;
36;-8,00E-03;3,92E+00;;
37;-8,00E-03;3,92E+00;;
38;-6,00E-03;4,00E+00;;
39;-6,00E-03;4,00E+00;;
40;-6,00E-03;4,08E+00;;
41;-6,00E-03;4,08E+00;;
42;-6,00E-03;4,16E+00;;
43;-6,00E-03;4,16E+00;;
44;-8,00E-03;4,24E+00;;
45;-8,00E-03;4,24E+00;;
46;-8,00E-03;4,32E+00;;
47;-8,00E-03;4,32E+00;;
48;-8,00E-03;4,40E+00;;
49;-8,00E-03;4,40E+00;;
50;-6,00E-03;4,48E+00;;
51;-6,00E-03;4,48E+00;;
52;-6,00E-03;4,56E+00;;
53;-6,00E-03;4,56E+00;;
54;-6,00E-03;4,56E+00;;
55;-6,00E-03;4,56E+00;;
56;-4,00E-03;4,64E+00;;
57;-4,00E-03;4,64E+00;;
58;-4,00E-03;4,64E+00;;
59;-4,00E-03;4,64E+00;;
60;-6,00E-03;4,72E+00;;
61;-6,00E-03;4,72E+00;;
62;-4,00E-03;4,80E+00;;
63;-4,00E-03;4,80E+00;;
64;-4,00E-03;4,80E+00;;
65;-4,00E-03;4,80E+00;;
66;-4,00E-03;4,80E+00;;
67;-4,00E-03;4,80E+00;;
68;-4,00E-03;4,80E+00;;
69;-4,00E-03;4,80E+00;;
70;-4,00E-03;4,88E+00;;
71;-4,00E-03;4,88E+00;;
72;-2,00E-03;4,88E+00;;
73;-2,00E-03;4,88E+00;;
74;-2,00E-03;4,88E+00;;
75;-2,00E-03;4,88E+00;;
76;-2,00E-03;4,88E+00;;
77;-2,00E-03;4,88E+00;;
78;-4,00E-03;4,88E+00;;
79;-4,00E-03;4,88E+00;;
80;-4,00E-03;4,88E+00;;
81;-4,00E-03;4,88E+00;;
82;-2,00E-03;4,88E+00;;
83;-2,00E-03;4,88E+00;;
84;-2,00E-03;4,80E+00;;
85;-2,00E-03;4,80E+00;;
