X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-3,00E-05;5,00E-08
0;-3,40E-02;2,72E+00;;
1;-3,40E-02;2,72E+00;;
2;-2,80E-02;2,72E+00;;
3;-2,80E-02;2,72E+00;;
4;-3,00E-02;2,96E+00;;
5;-3,00E-02;2,96E+00;;
6;-2,20E-02;2,96E+00;;
7;-2,20E-02;2,96E+00;;
8;-2,20E-02;3,12E+00;;
9;-2,20E-02;3,12E+00;;
10;-1,80E-02;3,12E+00;;
11;-1,80E-02;3,12E+00;;
12;-1,80E-02;3,44E+00;;
13;-1,80E-02;3,44E+00;;
14;-1,80E-02;3,44E+00;;
15;-1,80E-02;3,44E+00;;
16;-1,40E-02;3,60E+00;;
17;-1,40E-02;3,60E+00;;
18;-8,00E-03;3,60E+00;;
19;-8,00E-03;3,60E+00;;
20;-4,00E-03;3,76E+00;;
21;-4,00E-03;3,76E+00;;
22;-8,00E-03;3,76E+00;;
23;-8,00E-03;3,76E+00;;
24;-8,00E-03;3,92E+00;;
25;-8,00E-03;3,92E+00;;
26;-4,00E-03;3,92E+00;;
27;-4,00E-03;3,92E+00;;
28;-6,00E-03;4,16E+00;;
29;-6,00E-03;4,16E+00;;
30;-4,00E-03;4,16E+00;;
31;-4,00E-03;4,16E+00;;
32;-4,00E-03;4,32E+00;;
33;-4,00E-03;4,32E+00;;
34;-4,00E-03;4,32E+00;;
35;-4,00E-03;4,32E+00;;
36;-4,00E-03;4,40E+00;;
37;-4,00E-03;4,40E+00;;
38;-4,00E-03;4,40E+00;;
39;-4,00E-03;4,40E+00;;
40;-6,00E-03;4,48E+00;;
41;-6,00E-03;4,48E+00;;
42;-6,00E-03;4,48E+00;;
43;-6,00E-03;4,48E+00;;
44;-2,00E-03;4,56E+00;;
45;-2,00E-03;4,56E+00;;
46;-6,00E-03;4,56E+00;;
47;-6,00E-03;4,56E+00;;
48;-2,00E-03;4,64E+00;;
49;-2,00E-03;4,64E+00;;
50;-6,00E-03;4,64E+00;;
51;-6,00E-03;4,64E+00;;
52;-4,00E-03;4,80E+00;;
53;-4,00E-03;4,80E+00;;
54;-2,00E-03;4,80E+00;;
55;-2,00E-03;4,80E+00;;
56;-6,00E-03;4,80E+00;;
57;-6,00E-03;4,80E+00;;
58;-2,00E-03;4,80E+00;;
59;-2,00E-03;4,80E+00;;
60;0,00E+00;4,80E+00;;
61;0,00E+00;4,80E+00;;
62;-1,00E-02;4,80E+00;;
63;-1,00E-02;4,80E+00;;
64;-1,00E-02;4,80E+00;;
65;-1,00E-02;4,80E+00;;
66;2,00E-03;4,80E+00;;
67;2,00E-03;4,80E+00;;
68;-2,00E-03;4,80E+00;;
69;-2,00E-03;4,80E+00;;
70;-4,00E-03;4,80E+00;;
71;-4,00E-03;4,80E+00;;
72;-4,00E-03;4,80E+00;;
73;-4,00E-03;4,80E+00;;
74;-4,00E-03;4,80E+00;;
75;-4,00E-03;4,80E+00;;
76;-2,00E-03;4,64E+00;;
77;-2,00E-03;4,64E+00;;
78;2,00E-03;4,64E+00;;
79;2,00E-03;4,64E+00;;
80;0,00E+00;4,56E+00;;
81;0,00E+00;4,56E+00;;
82;0,00E+00;4,56E+00;;
83;0,00E+00;4,56E+00;;
84;-4,00E-03;4,48E+00;;
85;-4,00E-03;4,48E+00;;
86;-4,00E-03;4,48E+00;;
87;-4,00E-03;4,48E+00;;
88;0,00E+00;4,40E+00;;
89;0,00E+00;4,40E+00;;
90;0,00E+00;4,40E+00;;
91;0,00E+00;4,40E+00;;
92;-6,00E-03;4,24E+00;;
93;-6,00E-03;4,24E+00;;
94;0,00E+00;4,24E+00;;
95;0,00E+00;4,24E+00;;
96;0,00E+00;4,16E+00;;
97;0,00E+00;4,16E+00;;
98;-6,00E-03;4,16E+00;;
99;-6,00E-03;4,16E+00;;
100;0,00E+00;3,92E+00;;
101;0,00E+00;3,92E+00;;
102;2,00E-03;3,92E+00;;
103;2,00E-03;3,92E+00;;
104;-8,00E-03;3,76E+00;;
105;-8,00E-03;3,76E+00;;
106;-2,00E-03;3,76E+00;;
107;-2,00E-03;3,76E+00;;
108;0,00E+00;3,60E+00;;
109;0,00E+00;3,60E+00;;
110;-2,00E-03;3,60E+00;;
111;-2,00E-03;3,60E+00;;
112;2,00E-03;3,44E+00;;
113;2,00E-03;3,44E+00;;
114;0,00E+00;3,44E+00;;
115;0,00E+00;3,44E+00;;
116;-4,00E-03;3,12E+00;;
117;-4,00E-03;3,12E+00;;
118;-2,00E-03;3,12E+00;;
119;-2,00E-03;3,12E+00;;
120;-2,00E-03;2,96E+00;;
121;-2,00E-03;2,96E+00;;
122;-2,00E-03;2,96E+00;;
123;-2,00E-03;2,96E+00;;
124;-2,00E-03;2,72E+00;;
125;-2,00E-03;2,72E+00;;
126;-2,00E-03;2,72E+00;;
127;-2,00E-03;2,72E+00;;
128;-2,00E-03;2,40E+00;;
129;-2,00E-03;2,40E+00;;
130;0,00E+00;2,40E+00;;
131;0,00E+00;2,40E+00;;
132;-2,00E-03;2,16E+00;;
133;-2,00E-03;2,16E+00;;
134;2,00E-03;2,16E+00;;
135;2,00E-03;2,16E+00;;
136;2,00E-03;1,92E+00;;
137;2,00E-03;1,92E+00;;
138;-4,00E-03;1,92E+00;;
139;-4,00E-03;1,92E+00;;
140;-6,00E-03;1,60E+00;;
141;-6,00E-03;1,60E+00;;
142;0,00E+00;1,60E+00;;
143;0,00E+00;1,60E+00;;
144;2,00E-03;1,36E+00;;
145;2,00E-03;1,36E+00;;
146;0,00E+00;1,36E+00;;
147;0,00E+00;1,36E+00;;
148;0,00E+00;1,04E+00;;
149;0,00E+00;1,04E+00;;
150;-4,00E-03;1,04E+00;;
151;-4,00E-03;1,04E+00;;
152;-2,00E-03;7,20E-01;;
153;-2,00E-03;7,20E-01;;
154;-2,00E-03;7,20E-01;;
155;-2,00E-03;7,20E-01;;
156;6,00E-03;4,00E-01;;
157;6,00E-03;4,00E-01;;
158;2,00E-03;4,00E-01;;
159;2,00E-03;4,00E-01;;
160;-2,00E-03;1,60E-01;;
161;-2,00E-03;1,60E-01;;
162;-4,00E-03;1,60E-01;;
163;-4,00E-03;1,60E-01;;
164;2,00E-03;-1,60E-01;;
165;2,00E-03;-1,60E-01;;
166;6,00E-03;-1,60E-01;;
167;6,00E-03;-1,60E-01;;
168;4,00E-03;-4,80E-01;;
169;4,00E-03;-4,80E-01;;
170;4,00E-03;-4,80E-01;;
171;4,00E-03;-4,80E-01;;
172;2,00E-03;-8,00E-01;;
173;2,00E-03;-8,00E-01;;
174;6,00E-03;-8,00E-01;;
175;6,00E-03;-8,00E-01;;
176;8,00E-03;-1,12E+00;;
177;8,00E-03;-1,12E+00;;
178;1,60E-02;-1,12E+00;;
179;1,60E-02;-1,12E+00;;
180;1,80E-02;-1,36E+00;;
181;1,80E-02;-1,36E+00;;
182;1,20E-02;-1,36E+00;;
183;1,20E-02;-1,36E+00;;
184;1,60E-02;-1,60E+00;;
185;1,60E-02;-1,60E+00;;
186;2,60E-02;-1,60E+00;;
187;2,60E-02;-1,60E+00;;
188;2,60E-02;-2,00E+00;;
189;2,60E-02;-2,00E+00;;
190;2,60E-02;-2,00E+00;;
191;2,60E-02;-2,00E+00;;
192;2,80E-02;-2,24E+00;;
193;2,80E-02;-2,24E+00;;
194;3,00E-02;-2,24E+00;;
195;3,00E-02;-2,24E+00;;
196;3,00E-02;-2,56E+00;;
197;3,00E-02;-2,56E+00;;
198;3,00E-02;-2,56E+00;;
199;3,00E-02;-2,56E+00;;
200;2,80E-02;-2,80E+00;;
201;2,80E-02;-2,80E+00;;
202;3,00E-02;-2,80E+00;;
203;3,00E-02;-2,80E+00;;
204;1,80E-02;-2,96E+00;;
205;1,80E-02;-2,96E+00;;
206;1,20E-02;-2,96E+00;;
207;1,20E-02;-2,96E+00;;
208;1,00E-02;-3,28E+00;;
209;1,00E-02;-3,28E+00;;
210;1,20E-02;-3,28E+00;;
211;1,20E-02;-3,28E+00;;
212;1,00E-02;-3,44E+00;;
213;1,00E-02;-3,44E+00;;
214;8,00E-03;-3,44E+00;;
215;8,00E-03;-3,44E+00;;
216;8,00E-03;-3,68E+00;;
217;8,00E-03;-3,68E+00;;
218;4,00E-03;-3,68E+00;;
219;4,00E-03;-3,68E+00;;
220;2,00E-03;-3,92E+00;;
221;2,00E-03;-3,92E+00;;
222;6,00E-03;-3,92E+00;;
223;6,00E-03;-3,92E+00;;
224;4,00E-03;-4,08E+00;;
225;4,00E-03;-4,08E+00;;
226;0,00E+00;-4,08E+00;;
227;0,00E+00;-4,08E+00;;
228;0,00E+00;-4,24E+00;;
229;0,00E+00;-4,24E+00;;
230;0,00E+00;-4,24E+00;;
231;0,00E+00;-4,24E+00;;
232;-2,00E-03;-4,40E+00;;
233;-2,00E-03;-4,40E+00;;
234;2,00E-03;-4,40E+00;;
235;2,00E-03;-4,40E+00;;
236;-2,00E-03;-4,56E+00;;
237;-2,00E-03;-4,56E+00;;
238;-4,00E-03;-4,56E+00;;
239;-4,00E-03;-4,56E+00;;
240;-2,00E-03;-4,64E+00;;
241;-2,00E-03;-4,64E+00;;
242;-2,00E-03;-4,64E+00;;
243;-2,00E-03;-4,64E+00;;
244;-2,00E-03;-4,72E+00;;
