	
0.5456	-5.27057E-05
0.5456	-0.000105411
0.5456	-0.000158117
0.5456	-0.000210823
0.5456	-0.000263529
0.5456	-0.000316234
0.5456	-0.00036894
0.5456	-0.000421646
0.5457	-0.000474352
0.5457	-0.000527057
0.5457	-0.000579763
0.5457	-0.000632469
0.5457	-0.000685175
0.5457	-0.00073788
0.5457	-0.000790586
0.5457	-0.000843292
0.5457	-0.000895997
0.5457	-0.000948703
0.5457	-0.001001409
0.5457	-0.001054115
0.5457	-0.00110682
0.5457	-0.001159526
0.5457	-0.001212232
0.5458	-0.001264938
0.5458	-0.001317643
0.5458	-0.001370349
0.5458	-0.001423055
0.5458	-0.00147576
0.5458	-0.001528466
0.5458	-0.001581172
0.5458	-0.001633878
0.5458	-0.001686583
0.5459	-0.001739289
0.5459	-0.001791995
0.5459	-0.001844701
0.5459	-0.001897406
0.5459	-0.001950112
0.5459	-0.002002818
0.5459	-0.002055524
0.5459	-0.002108229
0.5459	-0.002160935
0.5459	-0.002213641
0.5459	-0.002266346
0.5459	-0.002319052
0.5459	-0.002371758
0.546	-0.002424464
0.546	-0.002477169
0.546	-0.002529875
0.546	-0.002582581
0.546	-0.002635287
0.546	-0.002687992
0.546	-0.002740698
0.546	-0.002793404
0.546	-0.00284611
0.546	-0.002898815
0.546	-0.002951521
0.546	-0.003004227
0.546	-0.003056932
0.546	-0.003109638
0.546	-0.003162344
0.546	-0.00321505
0.546	-0.003267755
0.546	-0.003320461
0.546	-0.003373167
0.546	-0.003425873
0.546	-0.003478578
0.546	-0.003531284
0.546	-0.00358399
0.546	-0.003636695
0.546	-0.003689401
0.5461	-0.003742107
0.5461	-0.003794813
0.5461	-0.003847518
0.5461	-0.003900224
0.5461	-0.00395293
0.5461	-0.004005636
0.5461	-0.004058341
0.5461	-0.004111047
0.5461	-0.004163753
0.5461	-0.004216459
0.5461	-0.004269164
0.5461	-0.00432187
0.5461	-0.004374576
0.5461	-0.004427281
0.5461	-0.004479987
0.5461	-0.004532693
0.5461	-0.004585399
0.5461	-0.004638104
0.5462	-0.00469081
0.5462	-0.004743516
0.5461	-0.004796222
0.5461	-0.004848927
0.5461	-0.004901633
0.5461	-0.004954339
0.5461	-0.005007045
0.5461	-0.00505975
0.5462	-0.005112456
0.5462	-0.005165162
0.5462	-0.005217867
0.5462	-0.005270573
0.5462	-0.005323279
0.5462	-0.005375985
0.5462	-0.00542869
0.5462	-0.005481396
0.5462	-0.005534102
0.5462	-0.005586808
0.5462	-0.005639513
0.5462	-0.005692219
0.5462	-0.005744925
0.5462	-0.005797631
0.5462	-0.005850336
0.5462	-0.005903042
0.5462	-0.005955748
0.5462	-0.006008453
