X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-1,20E-05;2,00E-08
0;0,00E+00;2,56E+00;;
1;0,00E+00;2,56E+00;;
2;0,00E+00;2,56E+00;;
3;0,00E+00;2,56E+00;;
4;-2,00E-03;2,56E+00;;
5;-2,00E-03;2,56E+00;;
6;0,00E+00;2,56E+00;;
7;0,00E+00;2,56E+00;;
8;-2,00E-03;2,56E+00;;
9;-2,00E-03;2,56E+00;;
10;-2,00E-03;2,48E+00;;
11;-2,00E-03;2,48E+00;;
12;0,00E+00;2,48E+00;;
13;0,00E+00;2,48E+00;;
14;-2,00E-03;2,48E+00;;
15;-2,00E-03;2,48E+00;;
16;-2,00E-03;2,48E+00;;
17;-2,00E-03;2,48E+00;;
18;-2,00E-03;2,48E+00;;
19;-2,00E-03;2,48E+00;;
20;-2,00E-03;2,40E+00;;
21;-2,00E-03;2,40E+00;;
22;-2,00E-03;2,40E+00;;
23;-2,00E-03;2,40E+00;;
24;2,00E-03;2,40E+00;;
25;2,00E-03;2,40E+00;;
26;0,00E+00;2,32E+00;;
27;0,00E+00;2,32E+00;;
28;0,00E+00;2,32E+00;;
29;0,00E+00;2,32E+00;;
30;2,00E-03;2,32E+00;;
31;2,00E-03;2,32E+00;;
32;0,00E+00;2,24E+00;;
33;0,00E+00;2,24E+00;;
34;2,00E-03;2,24E+00;;
35;2,00E-03;2,24E+00;;
36;0,00E+00;2,16E+00;;
37;0,00E+00;2,16E+00;;
38;0,00E+00;2,16E+00;;
39;0,00E+00;2,16E+00;;
40;0,00E+00;2,16E+00;;
41;0,00E+00;2,16E+00;;
42;0,00E+00;2,08E+00;;
43;0,00E+00;2,08E+00;;
44;-2,00E-03;2,00E+00;;
45;-2,00E-03;2,00E+00;;
46;0,00E+00;2,00E+00;;
47;0,00E+00;2,00E+00;;
48;0,00E+00;1,92E+00;;
49;0,00E+00;1,92E+00;;
50;0,00E+00;1,92E+00;;
51;0,00E+00;1,92E+00;;
52;2,00E-03;1,84E+00;;
53;2,00E-03;1,84E+00;;
54;0,00E+00;1,84E+00;;
55;0,00E+00;1,84E+00;;
56;0,00E+00;1,76E+00;;
57;0,00E+00;1,76E+00;;
58;2,00E-03;1,76E+00;;
59;2,00E-03;1,76E+00;;
60;2,00E-03;1,68E+00;;
61;2,00E-03;1,68E+00;;
62;0,00E+00;1,60E+00;;
63;0,00E+00;1,60E+00;;
64;0,00E+00;1,60E+00;;
65;0,00E+00;1,60E+00;;
66;2,00E-03;1,52E+00;;
67;2,00E-03;1,52E+00;;
68;0,00E+00;1,44E+00;;
69;0,00E+00;1,44E+00;;
70;2,00E-03;1,44E+00;;
71;2,00E-03;1,44E+00;;
72;0,00E+00;1,36E+00;;
73;0,00E+00;1,36E+00;;
74;0,00E+00;1,28E+00;;
75;0,00E+00;1,28E+00;;
76;2,00E-03;1,20E+00;;
77;2,00E-03;1,20E+00;;
78;2,00E-03;1,20E+00;;
79;2,00E-03;1,20E+00;;
80;2,00E-03;1,12E+00;;
81;2,00E-03;1,12E+00;;
82;0,00E+00;1,04E+00;;
83;0,00E+00;1,04E+00;;
84;0,00E+00;1,04E+00;;
85;0,00E+00;1,04E+00;;
86;0,00E+00;9,60E-01;;
87;0,00E+00;9,60E-01;;
88;2,00E-03;8,80E-01;;
89;2,00E-03;8,80E-01;;
90;2,00E-03;8,00E-01;;
91;2,00E-03;8,00E-01;;
92;2,00E-03;7,20E-01;;
93;2,00E-03;7,20E-01;;
94;2,00E-03;7,20E-01;;
95;2,00E-03;7,20E-01;;
96;0,00E+00;6,40E-01;;
97;0,00E+00;6,40E-01;;
98;4,00E-03;5,60E-01;;
99;4,00E-03;5,60E-01;;
100;0,00E+00;4,80E-01;;
101;0,00E+00;4,80E-01;;
102;0,00E+00;4,80E-01;;
103;0,00E+00;4,80E-01;;
104;0,00E+00;4,00E-01;;
105;0,00E+00;4,00E-01;;
106;0,00E+00;3,20E-01;;
107;0,00E+00;3,20E-01;;
108;0,00E+00;2,40E-01;;
109;0,00E+00;2,40E-01;;
110;0,00E+00;1,60E-01;;
111;0,00E+00;1,60E-01;;
112;2,00E-03;8,00E-02;;
113;2,00E-03;8,00E-02;;
114;0,00E+00;0,00E+00;;
115;0,00E+00;0,00E+00;;
116;2,00E-03;0,00E+00;;
117;2,00E-03;0,00E+00;;
118;2,00E-03;-8,00E-02;;
119;2,00E-03;-8,00E-02;;
120;2,00E-03;-1,60E-01;;
121;2,00E-03;-1,60E-01;;
122;2,00E-03;-2,40E-01;;
123;2,00E-03;-2,40E-01;;
124;0,00E+00;-2,40E-01;;
125;0,00E+00;-2,40E-01;;
126;2,00E-03;-3,20E-01;;
127;2,00E-03;-3,20E-01;;
128;0,00E+00;-4,00E-01;;
129;0,00E+00;-4,00E-01;;
130;2,00E-03;-4,80E-01;;
131;2,00E-03;-4,80E-01;;
132;0,00E+00;-5,60E-01;;
133;0,00E+00;-5,60E-01;;
134;0,00E+00;-6,40E-01;;
135;0,00E+00;-6,40E-01;;
136;0,00E+00;-7,20E-01;;
137;0,00E+00;-7,20E-01;;
138;0,00E+00;-7,20E-01;;
139;0,00E+00;-7,20E-01;;
140;0,00E+00;-8,00E-01;;
141;0,00E+00;-8,00E-01;;
142;-2,00E-03;-8,80E-01;;
143;-2,00E-03;-8,80E-01;;
144;0,00E+00;-9,60E-01;;
145;0,00E+00;-9,60E-01;;
146;0,00E+00;-1,04E+00;;
147;0,00E+00;-1,04E+00;;
148;0,00E+00;-1,04E+00;;
149;0,00E+00;-1,04E+00;;
150;0,00E+00;-1,12E+00;;
151;0,00E+00;-1,12E+00;;
152;2,00E-03;-1,20E+00;;
153;2,00E-03;-1,20E+00;;
154;2,00E-03;-1,20E+00;;
