X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-1,20E-05;2,00E-08
0;-2,00E-03;2,72E+00;;
1;-2,00E-03;2,72E+00;;
2;-4,00E-03;2,64E+00;;
3;-4,00E-03;2,64E+00;;
4;-2,00E-03;2,56E+00;;
5;-2,00E-03;2,56E+00;;
6;-2,00E-03;2,40E+00;;
7;-2,00E-03;2,40E+00;;
8;-2,00E-03;2,32E+00;;
9;-2,00E-03;2,32E+00;;
10;-2,00E-03;2,16E+00;;
11;-2,00E-03;2,16E+00;;
12;-2,00E-03;2,08E+00;;
13;-2,00E-03;2,08E+00;;
14;-2,00E-03;2,00E+00;;
15;-2,00E-03;2,00E+00;;
16;-2,00E-03;1,84E+00;;
17;-2,00E-03;1,84E+00;;
18;-4,00E-03;1,76E+00;;
19;-4,00E-03;1,76E+00;;
20;-2,00E-03;1,68E+00;;
21;-2,00E-03;1,68E+00;;
22;-2,00E-03;1,52E+00;;
23;-2,00E-03;1,52E+00;;
24;-2,00E-03;1,44E+00;;
25;-2,00E-03;1,44E+00;;
26;-4,00E-03;1,28E+00;;
27;-4,00E-03;1,28E+00;;
28;-2,00E-03;1,20E+00;;
29;-2,00E-03;1,20E+00;;
30;2,00E-03;1,04E+00;;
31;2,00E-03;1,04E+00;;
32;2,00E-03;9,60E-01;;
33;2,00E-03;9,60E-01;;
34;2,00E-03;8,00E-01;;
35;2,00E-03;8,00E-01;;
36;2,00E-03;7,20E-01;;
37;2,00E-03;7,20E-01;;
38;2,00E-03;5,60E-01;;
39;2,00E-03;5,60E-01;;
40;4,00E-03;4,80E-01;;
41;4,00E-03;4,80E-01;;
42;4,00E-03;3,20E-01;;
43;4,00E-03;3,20E-01;;
44;4,00E-03;2,40E-01;;
45;4,00E-03;2,40E-01;;
46;2,00E-03;8,00E-02;;
47;2,00E-03;8,00E-02;;
48;6,00E-03;0,00E+00;;
49;6,00E-03;0,00E+00;;
50;6,00E-03;-1,60E-01;;
51;6,00E-03;-1,60E-01;;
52;6,00E-03;-2,40E-01;;
53;6,00E-03;-2,40E-01;;
54;8,00E-03;-4,00E-01;;
55;8,00E-03;-4,00E-01;;
56;8,00E-03;-5,60E-01;;
57;8,00E-03;-5,60E-01;;
58;1,20E-02;-6,40E-01;;
59;1,20E-02;-6,40E-01;;
60;1,20E-02;-8,00E-01;;
61;1,20E-02;-8,00E-01;;
62;1,20E-02;-8,80E-01;;
63;1,20E-02;-8,80E-01;;
64;1,40E-02;-1,04E+00;;
65;1,40E-02;-1,04E+00;;
66;1,60E-02;-1,12E+00;;
67;1,60E-02;-1,12E+00;;
