X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-1,20E-05;2,00E-08
0;4,00E-03;-4,48E+00;;
1;4,00E-03;-4,48E+00;;
2;4,00E-03;-4,40E+00;;
3;4,00E-03;-4,40E+00;;
4;4,00E-03;-4,32E+00;;
5;4,00E-03;-4,32E+00;;
6;4,00E-03;-4,24E+00;;
7;4,00E-03;-4,24E+00;;
8;4,00E-03;-4,16E+00;;
9;4,00E-03;-4,16E+00;;
10;4,00E-03;-4,08E+00;;
11;4,00E-03;-4,08E+00;;
12;4,00E-03;-3,92E+00;;
13;4,00E-03;-3,92E+00;;
14;2,00E-03;-3,84E+00;;
15;2,00E-03;-3,84E+00;;
16;2,00E-03;-3,68E+00;;
17;2,00E-03;-3,68E+00;;
18;2,00E-03;-3,60E+00;;
19;2,00E-03;-3,60E+00;;
20;4,00E-03;-3,44E+00;;
21;4,00E-03;-3,44E+00;;
22;2,00E-03;-3,28E+00;;
23;2,00E-03;-3,28E+00;;
24;2,00E-03;-3,12E+00;;
25;2,00E-03;-3,12E+00;;
26;2,00E-03;-2,96E+00;;
27;2,00E-03;-2,96E+00;;
28;2,00E-03;-2,88E+00;;
29;2,00E-03;-2,88E+00;;
30;2,00E-03;-2,72E+00;;
31;2,00E-03;-2,72E+00;;
32;0,00E+00;-2,56E+00;;
33;0,00E+00;-2,56E+00;;
34;2,00E-03;-2,40E+00;;
35;2,00E-03;-2,40E+00;;
36;0,00E+00;-2,16E+00;;
37;0,00E+00;-2,16E+00;;
38;0,00E+00;-2,00E+00;;
39;0,00E+00;-2,00E+00;;
40;0,00E+00;-1,84E+00;;
41;0,00E+00;-1,84E+00;;
42;-2,00E-03;-1,68E+00;;
43;-2,00E-03;-1,68E+00;;
44;-2,00E-03;-1,52E+00;;
45;-2,00E-03;-1,52E+00;;
46;-4,00E-03;-1,36E+00;;
47;-4,00E-03;-1,36E+00;;
48;-4,00E-03;-1,12E+00;;
49;-4,00E-03;-1,12E+00;;
50;-4,00E-03;-9,60E-01;;
51;-4,00E-03;-9,60E-01;;
52;-4,00E-03;-8,00E-01;;
53;-4,00E-03;-8,00E-01;;
54;-8,00E-03;-5,60E-01;;
55;-8,00E-03;-5,60E-01;;
56;-1,00E-02;-4,00E-01;;
57;-1,00E-02;-4,00E-01;;
58;-8,00E-03;-2,40E-01;;
59;-8,00E-03;-2,40E-01;;
60;-1,00E-02;0,00E+00;;
61;-1,00E-02;0,00E+00;;
62;-1,00E-02;1,60E-01;;
63;-1,00E-02;1,60E-01;;
64;-1,40E-02;3,20E-01;;
65;-1,40E-02;3,20E-01;;
66;-1,60E-02;5,60E-01;;
67;-1,60E-02;5,60E-01;;
68;-1,80E-02;7,20E-01;;
69;-1,80E-02;7,20E-01;;
70;-2,00E-02;8,80E-01;;
71;-2,00E-02;8,80E-01;;
72;-2,60E-02;1,04E+00;;
73;-2,60E-02;1,04E+00;;
74;-2,60E-02;1,28E+00;;
75;-2,60E-02;1,28E+00;;
76;-3,20E-02;1,44E+00;;
77;-3,20E-02;1,44E+00;;
78;-3,60E-02;1,60E+00;;
79;-3,60E-02;1,60E+00;;
80;-3,80E-02;1,76E+00;;
81;-3,80E-02;1,76E+00;;
82;-4,40E-02;2,00E+00;;
83;-4,40E-02;2,00E+00;;
84;-4,80E-02;2,16E+00;;
85;-4,80E-02;2,16E+00;;
86;-5,20E-02;2,32E+00;;
87;-5,20E-02;2,32E+00;;
88;-5,40E-02;2,48E+00;;
89;-5,40E-02;2,48E+00;;
90;-6,00E-02;2,64E+00;;
91;-6,00E-02;2,64E+00;;
92;-6,20E-02;2,80E+00;;
93;-6,20E-02;2,80E+00;;
94;-6,40E-02;2,96E+00;;
95;-6,40E-02;2,96E+00;;
96;-6,40E-02;3,04E+00;;
97;-6,40E-02;3,04E+00;;
98;-6,60E-02;3,20E+00;;
99;-6,60E-02;3,20E+00;;
100;-6,60E-02;3,36E+00;;
101;-6,60E-02;3,36E+00;;
102;-6,60E-02;3,52E+00;;
103;-6,60E-02;3,52E+00;;
104;-6,40E-02;3,60E+00;;
105;-6,40E-02;3,60E+00;;
106;-6,20E-02;3,76E+00;;
107;-6,20E-02;3,76E+00;;
108;-5,80E-02;3,84E+00;;
109;-5,80E-02;3,84E+00;;
110;-5,40E-02;4,00E+00;;
111;-5,40E-02;4,00E+00;;
112;-5,20E-02;4,08E+00;;
113;-5,20E-02;4,08E+00;;
114;-4,60E-02;4,16E+00;;
115;-4,60E-02;4,16E+00;;
116;-4,40E-02;4,24E+00;;
117;-4,40E-02;4,24E+00;;
118;-4,00E-02;4,40E+00;;
119;-4,00E-02;4,40E+00;;
120;-3,60E-02;4,48E+00;;
121;-3,60E-02;4,48E+00;;
122;-3,20E-02;4,56E+00;;
123;-3,20E-02;4,56E+00;;
124;-3,00E-02;4,64E+00;;
125;-3,00E-02;4,64E+00;;
126;-2,60E-02;4,64E+00;;
127;-2,60E-02;4,64E+00;;
128;-2,40E-02;4,72E+00;;
129;-2,40E-02;4,72E+00;;
130;-2,00E-02;4,80E+00;;
131;-2,00E-02;4,80E+00;;
132;-1,80E-02;4,80E+00;;
133;-1,80E-02;4,80E+00;;
134;-1,60E-02;4,88E+00;;
135;-1,60E-02;4,88E+00;;
136;-1,60E-02;4,88E+00;;
137;-1,60E-02;4,88E+00;;
138;-1,40E-02;4,88E+00;;
139;-1,40E-02;4,88E+00;;
140;-1,40E-02;4,96E+00;;
141;-1,40E-02;4,96E+00;;
142;-1,20E-02;4,96E+00;;
143;-1,20E-02;4,96E+00;;
144;-1,20E-02;4,88E+00;;
145;-1,20E-02;4,88E+00;;
146;-1,00E-02;4,88E+00;;
147;-1,00E-02;4,88E+00;;
148;-1,20E-02;4,88E+00;;
149;-1,20E-02;4,88E+00;;
150;-1,00E-02;4,88E+00;;
151;-1,00E-02;4,88E+00;;
152;-8,00E-03;4,88E+00;;
153;-8,00E-03;4,88E+00;;
154;-8,00E-03;4,80E+00;;
155;-8,00E-03;4,80E+00;;
156;-8,00E-03;4,72E+00;;
157;-8,00E-03;4,72E+00;;
158;-8,00E-03;4,72E+00;;
159;-8,00E-03;4,72E+00;;
160;-8,00E-03;4,64E+00;;
161;-8,00E-03;4,64E+00;;
162;-6,00E-03;4,64E+00;;
163;-6,00E-03;4,64E+00;;
164;-6,00E-03;4,56E+00;;
165;-6,00E-03;4,56E+00;;
166;-6,00E-03;4,48E+00;;
167;-6,00E-03;4,48E+00;;
168;-8,00E-03;4,40E+00;;
169;-8,00E-03;4,40E+00;;
170;-8,00E-03;4,32E+00;;
171;-8,00E-03;4,32E+00;;
172;-8,00E-03;4,24E+00;;
173;-8,00E-03;4,24E+00;;
174;-6,00E-03;4,08E+00;;
175;-6,00E-03;4,08E+00;;
176;-6,00E-03;4,00E+00;;
177;-6,00E-03;4,00E+00;;
178;-6,00E-03;3,92E+00;;
179;-6,00E-03;3,92E+00;;
180;-6,00E-03;3,76E+00;;
181;-6,00E-03;3,76E+00;;
182;-4,00E-03;3,68E+00;;
183;-4,00E-03;3,68E+00;;
184;-4,00E-03;3,52E+00;;
185;-4,00E-03;3,52E+00;;
186;-4,00E-03;3,44E+00;;
187;-4,00E-03;3,44E+00;;
188;-6,00E-03;3,28E+00;;
189;-6,00E-03;3,28E+00;;
190;-6,00E-03;3,12E+00;;
191;-6,00E-03;3,12E+00;;
192;-6,00E-03;3,04E+00;;
193;-6,00E-03;3,04E+00;;
194;-6,00E-03;2,88E+00;;
195;-6,00E-03;2,88E+00;;
196;-6,00E-03;2,72E+00;;
197;-6,00E-03;2,72E+00;;
198;-4,00E-03;2,56E+00;;
199;-4,00E-03;2,56E+00;;
200;-4,00E-03;2,40E+00;;
201;-4,00E-03;2,40E+00;;
202;-2,00E-03;2,24E+00;;
203;-2,00E-03;2,24E+00;;
204;-4,00E-03;2,08E+00;;
205;-4,00E-03;2,08E+00;;
206;-4,00E-03;1,92E+00;;
207;-4,00E-03;1,92E+00;;
208;-4,00E-03;1,76E+00;;
209;-4,00E-03;1,76E+00;;
210;0,00E+00;1,52E+00;;
211;0,00E+00;1,52E+00;;
212;0,00E+00;1,36E+00;;
213;0,00E+00;1,36E+00;;
214;0,00E+00;1,20E+00;;
215;0,00E+00;1,20E+00;;
216;0,00E+00;1,04E+00;;
217;0,00E+00;1,04E+00;;
218;0,00E+00;8,00E-01;;
