X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-6,00E-06;1,00E-08
0;-8,00E-02;3,52E+00;;
1;-8,00E-02;3,52E+00;;
2;-8,00E-02;3,68E+00;;
3;-8,00E-02;3,68E+00;;
4;-8,00E-02;3,76E+00;;
5;-8,00E-02;3,76E+00;;
6;-7,80E-02;3,84E+00;;
7;-7,80E-02;3,84E+00;;
8;-7,80E-02;3,92E+00;;
9;-7,80E-02;3,92E+00;;
10;-7,80E-02;4,00E+00;;
11;-7,80E-02;4,00E+00;;
12;-7,60E-02;4,08E+00;;
13;-7,60E-02;4,08E+00;;
14;-7,40E-02;4,16E+00;;
15;-7,40E-02;4,16E+00;;
16;-7,20E-02;4,24E+00;;
17;-7,20E-02;4,24E+00;;
18;-6,60E-02;4,32E+00;;
19;-6,60E-02;4,32E+00;;
20;-6,20E-02;4,40E+00;;
21;-6,20E-02;4,40E+00;;
22;-5,80E-02;4,48E+00;;
23;-5,80E-02;4,48E+00;;
24;-5,40E-02;4,56E+00;;
25;-5,40E-02;4,56E+00;;
26;-5,20E-02;4,56E+00;;
27;-5,20E-02;4,56E+00;;
28;-4,80E-02;4,64E+00;;
29;-4,80E-02;4,64E+00;;
30;-4,40E-02;4,72E+00;;
31;-4,40E-02;4,72E+00;;
32;-4,20E-02;4,72E+00;;
33;-4,20E-02;4,72E+00;;
34;-4,20E-02;4,80E+00;;
35;-4,20E-02;4,80E+00;;
36;-3,80E-02;4,80E+00;;
37;-3,80E-02;4,80E+00;;
38;-3,20E-02;4,80E+00;;
39;-3,20E-02;4,80E+00;;
40;-3,00E-02;4,80E+00;;
41;-3,00E-02;4,80E+00;;
42;-2,60E-02;4,88E+00;;
43;-2,60E-02;4,88E+00;;
44;-2,40E-02;4,88E+00;;
45;-2,40E-02;4,88E+00;;
46;-2,40E-02;4,88E+00;;
47;-2,40E-02;4,88E+00;;
48;-2,00E-02;4,88E+00;;
49;-2,00E-02;4,88E+00;;
50;-1,80E-02;4,88E+00;;
51;-1,80E-02;4,88E+00;;
52;-1,80E-02;4,96E+00;;
53;-1,80E-02;4,96E+00;;
54;-1,60E-02;4,96E+00;;
55;-1,60E-02;4,96E+00;;
56;-1,60E-02;4,88E+00;;
57;-1,60E-02;4,88E+00;;
58;-1,60E-02;4,88E+00;;
59;-1,60E-02;4,88E+00;;
60;-1,40E-02;4,88E+00;;
61;-1,40E-02;4,88E+00;;
62;-1,00E-02;4,80E+00;;
63;-1,00E-02;4,80E+00;;
64;-1,00E-02;4,80E+00;;
65;-1,00E-02;4,80E+00;;
66;-1,00E-02;4,72E+00;;
67;-1,00E-02;4,72E+00;;
68;-8,00E-03;4,72E+00;;
69;-8,00E-03;4,72E+00;;
70;-6,00E-03;4,64E+00;;
71;-6,00E-03;4,64E+00;;
72;-4,00E-03;4,56E+00;;
73;-4,00E-03;4,56E+00;;
74;-2,00E-03;4,48E+00;;
75;-2,00E-03;4,48E+00;;
76;-4,00E-03;4,48E+00;;
77;-4,00E-03;4,48E+00;;
78;-6,00E-03;4,40E+00;;
79;-6,00E-03;4,40E+00;;
80;-6,00E-03;4,32E+00;;
81;-6,00E-03;4,32E+00;;
82;-6,00E-03;4,24E+00;;
83;-6,00E-03;4,24E+00;;
84;-6,00E-03;4,16E+00;;
85;-6,00E-03;4,16E+00;;
86;-2,00E-03;4,08E+00;;
87;-2,00E-03;4,08E+00;;
88;-4,00E-03;4,00E+00;;
89;-4,00E-03;4,00E+00;;
90;-4,00E-03;3,84E+00;;
91;-4,00E-03;3,84E+00;;
92;0,00E+00;3,76E+00;;
93;0,00E+00;3,76E+00;;
94;2,00E-03;3,68E+00;;
95;2,00E-03;3,68E+00;;
96;2,00E-03;3,60E+00;;
97;2,00E-03;3,60E+00;;
98;0,00E+00;3,44E+00;;
99;0,00E+00;3,44E+00;;
100;-4,00E-03;3,36E+00;;
101;-4,00E-03;3,36E+00;;
102;-4,00E-03;3,28E+00;;
103;-4,00E-03;3,28E+00;;
104;-6,00E-03;3,12E+00;;
105;-6,00E-03;3,12E+00;;
106;-8,00E-03;3,04E+00;;
107;-8,00E-03;3,04E+00;;
108;-6,00E-03;2,88E+00;;
109;-6,00E-03;2,88E+00;;
110;-2,00E-03;2,72E+00;;
111;-2,00E-03;2,72E+00;;
112;0,00E+00;2,64E+00;;
113;0,00E+00;2,64E+00;;
114;-2,00E-03;2,48E+00;;
115;-2,00E-03;2,48E+00;;
116;-2,00E-03;2,40E+00;;
117;-2,00E-03;2,40E+00;;
118;-2,00E-03;2,24E+00;;
119;-2,00E-03;2,24E+00;;
120;-2,00E-03;2,08E+00;;
121;-2,00E-03;2,08E+00;;
122;-2,00E-03;1,92E+00;;
123;-2,00E-03;1,92E+00;;
124;-4,00E-03;1,84E+00;;
125;-4,00E-03;1,84E+00;;
126;-4,00E-03;1,68E+00;;
127;-4,00E-03;1,68E+00;;
128;-2,00E-03;1,52E+00;;
129;-2,00E-03;1,52E+00;;
130;-2,00E-03;1,36E+00;;
131;-2,00E-03;1,36E+00;;
132;-2,00E-03;1,20E+00;;
133;-2,00E-03;1,20E+00;;
134;2,00E-03;1,12E+00;;
135;2,00E-03;1,12E+00;;
136;2,00E-03;9,60E-01;;
137;2,00E-03;9,60E-01;;
138;0,00E+00;8,00E-01;;
139;0,00E+00;8,00E-01;;
140;4,00E-03;6,40E-01;;
141;4,00E-03;6,40E-01;;
142;6,00E-03;4,80E-01;;
143;6,00E-03;4,80E-01;;
144;6,00E-03;3,20E-01;;
145;6,00E-03;3,20E-01;;
146;6,00E-03;1,60E-01;;
147;6,00E-03;1,60E-01;;
148;6,00E-03;0,00E+00;;
149;6,00E-03;0,00E+00;;
150;4,00E-03;-1,60E-01;;
151;4,00E-03;-1,60E-01;;
152;8,00E-03;-3,20E-01;;
153;8,00E-03;-3,20E-01;;
154;8,00E-03;-4,80E-01;;
155;8,00E-03;-4,80E-01;;
156;1,20E-02;-6,40E-01;;
157;1,20E-02;-6,40E-01;;
158;1,40E-02;-8,00E-01;;
159;1,40E-02;-8,00E-01;;
160;1,60E-02;-8,80E-01;;
161;1,60E-02;-8,80E-01;;
162;1,80E-02;-1,04E+00;;
163;1,80E-02;-1,04E+00;;
164;2,40E-02;-1,20E+00;;
165;2,40E-02;-1,20E+00;;
166;2,60E-02;-1,36E+00;;
167;2,60E-02;-1,36E+00;;
168;2,60E-02;-1,52E+00;;
