X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-6,00E-06;1,00E-08
0;-1,00E-02;6,40E-01;;
1;-1,00E-02;6,40E-01;;
2;-1,20E-02;7,20E-01;;
3;-1,20E-02;7,20E-01;;
4;-1,20E-02;8,80E-01;;
5;-1,20E-02;8,80E-01;;
6;-8,00E-03;1,04E+00;;
7;-8,00E-03;1,04E+00;;
8;-8,00E-03;1,12E+00;;
9;-8,00E-03;1,12E+00;;
10;-1,20E-02;1,28E+00;;
11;-1,20E-02;1,28E+00;;
12;-1,00E-02;1,44E+00;;
13;-1,00E-02;1,44E+00;;
14;-1,20E-02;1,52E+00;;
15;-1,20E-02;1,52E+00;;
16;-1,40E-02;1,68E+00;;
17;-1,40E-02;1,68E+00;;
18;-8,00E-03;1,76E+00;;
19;-8,00E-03;1,76E+00;;
20;-8,00E-03;1,92E+00;;
21;-8,00E-03;1,92E+00;;
22;-1,00E-02;2,00E+00;;
23;-1,00E-02;2,00E+00;;
24;-8,00E-03;2,16E+00;;
25;-8,00E-03;2,16E+00;;
26;-6,00E-03;2,24E+00;;
27;-6,00E-03;2,24E+00;;
28;-8,00E-03;2,40E+00;;
29;-8,00E-03;2,40E+00;;
30;-6,00E-03;2,48E+00;;
31;-6,00E-03;2,48E+00;;
32;-8,00E-03;2,64E+00;;
33;-8,00E-03;2,64E+00;;
34;-1,20E-02;2,72E+00;;
35;-1,20E-02;2,72E+00;;
36;-6,00E-03;2,80E+00;;
37;-6,00E-03;2,80E+00;;
38;-4,00E-03;2,96E+00;;
39;-4,00E-03;2,96E+00;;
40;-6,00E-03;3,04E+00;;
41;-6,00E-03;3,04E+00;;
42;-4,00E-03;3,12E+00;;
43;-4,00E-03;3,12E+00;;
44;-6,00E-03;3,20E+00;;
45;-6,00E-03;3,20E+00;;
46;-8,00E-03;3,28E+00;;
47;-8,00E-03;3,28E+00;;
48;-6,00E-03;3,44E+00;;
49;-6,00E-03;3,44E+00;;
50;-6,00E-03;3,52E+00;;
51;-6,00E-03;3,52E+00;;
52;-6,00E-03;3,60E+00;;
53;-6,00E-03;3,60E+00;;
54;-4,00E-03;3,68E+00;;
55;-4,00E-03;3,68E+00;;
56;-4,00E-03;3,76E+00;;
57;-4,00E-03;3,76E+00;;
58;-6,00E-03;3,76E+00;;
59;-6,00E-03;3,76E+00;;
60;-6,00E-03;3,84E+00;;
61;-6,00E-03;3,84E+00;;
62;-4,00E-03;3,92E+00;;
63;-4,00E-03;3,92E+00;;
64;-8,00E-03;4,00E+00;;
65;-8,00E-03;4,00E+00;;
66;-6,00E-03;4,08E+00;;
67;-6,00E-03;4,08E+00;;
68;-6,00E-03;4,08E+00;;
69;-6,00E-03;4,08E+00;;
70;-8,00E-03;4,16E+00;;
71;-8,00E-03;4,16E+00;;
