X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-6,00E-06;1,00E-08
0;-4,40E-02;8,80E-01;;
1;-4,40E-02;8,80E-01;;
2;-4,40E-02;1,04E+00;;
3;-4,40E-02;1,04E+00;;
4;-4,20E-02;1,20E+00;;
5;-4,20E-02;1,20E+00;;
6;-3,60E-02;1,36E+00;;
7;-3,60E-02;1,36E+00;;
8;-3,40E-02;1,52E+00;;
9;-3,40E-02;1,52E+00;;
10;-3,40E-02;1,68E+00;;
11;-3,40E-02;1,68E+00;;
12;-2,80E-02;1,76E+00;;
13;-2,80E-02;1,76E+00;;
14;-2,60E-02;1,92E+00;;
15;-2,60E-02;1,92E+00;;
16;-2,60E-02;2,08E+00;;
17;-2,60E-02;2,08E+00;;
18;-2,20E-02;2,24E+00;;
19;-2,20E-02;2,24E+00;;
20;-2,00E-02;2,32E+00;;
21;-2,00E-02;2,32E+00;;
22;-2,00E-02;2,48E+00;;
23;-2,00E-02;2,48E+00;;
24;-1,60E-02;2,64E+00;;
25;-1,60E-02;2,64E+00;;
26;-1,40E-02;2,72E+00;;
27;-1,40E-02;2,72E+00;;
28;-1,60E-02;2,88E+00;;
29;-1,60E-02;2,88E+00;;
30;-1,40E-02;2,96E+00;;
31;-1,40E-02;2,96E+00;;
32;-1,20E-02;3,12E+00;;
33;-1,20E-02;3,12E+00;;
34;-1,40E-02;3,20E+00;;
35;-1,40E-02;3,20E+00;;
36;-1,00E-02;3,36E+00;;
37;-1,00E-02;3,36E+00;;
38;-1,00E-02;3,44E+00;;
39;-1,00E-02;3,44E+00;;
40;-1,00E-02;3,60E+00;;
41;-1,00E-02;3,60E+00;;
42;-8,00E-03;3,68E+00;;
43;-8,00E-03;3,68E+00;;
44;-8,00E-03;3,76E+00;;
45;-8,00E-03;3,76E+00;;
46;-1,00E-02;3,84E+00;;
47;-1,00E-02;3,84E+00;;
48;-8,00E-03;4,00E+00;;
49;-8,00E-03;4,00E+00;;
50;-6,00E-03;4,08E+00;;
51;-6,00E-03;4,08E+00;;
52;-8,00E-03;4,16E+00;;
53;-8,00E-03;4,16E+00;;
54;-8,00E-03;4,24E+00;;
55;-8,00E-03;4,24E+00;;
56;-6,00E-03;4,32E+00;;
57;-6,00E-03;4,32E+00;;
58;-1,00E-02;4,40E+00;;
59;-1,00E-02;4,40E+00;;
60;-6,00E-03;4,48E+00;;
61;-6,00E-03;4,48E+00;;
62;-4,00E-03;4,56E+00;;
63;-4,00E-03;4,56E+00;;
64;-6,00E-03;4,56E+00;;
65;-6,00E-03;4,56E+00;;
66;-4,00E-03;4,64E+00;;
67;-4,00E-03;4,64E+00;;
68;-2,00E-03;4,64E+00;;
69;-2,00E-03;4,64E+00;;
70;-6,00E-03;4,72E+00;;
71;-6,00E-03;4,72E+00;;
72;-4,00E-03;4,80E+00;;
73;-4,00E-03;4,80E+00;;
74;0,00E+00;4,80E+00;;
75;0,00E+00;4,80E+00;;
76;-2,00E-03;4,80E+00;;
77;-2,00E-03;4,80E+00;;
78;-2,00E-03;4,88E+00;;
79;-2,00E-03;4,88E+00;;
80;-4,00E-03;4,88E+00;;
81;-4,00E-03;4,88E+00;;
82;-4,00E-03;4,88E+00;;
83;-4,00E-03;4,88E+00;;
84;0,00E+00;4,96E+00;;
85;0,00E+00;4,96E+00;;
86;2,00E-03;4,96E+00;;
87;2,00E-03;4,96E+00;;
88;-2,00E-03;4,96E+00;;
89;-2,00E-03;4,96E+00;;
90;-2,00E-03;4,88E+00;;
91;-2,00E-03;4,88E+00;;
92;4,00E-03;4,88E+00;;
93;4,00E-03;4,88E+00;;
94;2,00E-03;4,88E+00;;
95;2,00E-03;4,88E+00;;
96;2,00E-03;4,88E+00;;
97;2,00E-03;4,88E+00;;
98;2,00E-03;4,80E+00;;
99;2,00E-03;4,80E+00;;
100;0,00E+00;4,80E+00;;
101;0,00E+00;4,80E+00;;
102;0,00E+00;4,80E+00;;
103;0,00E+00;4,80E+00;;
104;0,00E+00;4,72E+00;;
105;0,00E+00;4,72E+00;;
106;-4,00E-03;4,72E+00;;
107;-4,00E-03;4,72E+00;;
108;0,00E+00;4,64E+00;;
109;0,00E+00;4,64E+00;;
110;4,00E-03;4,56E+00;;
111;4,00E-03;4,56E+00;;
112;2,00E-03;4,56E+00;;
113;2,00E-03;4,56E+00;;
114;0,00E+00;4,48E+00;;
115;0,00E+00;4,48E+00;;
116;4,00E-03;4,40E+00;;
117;4,00E-03;4,40E+00;;
